ENSG_ID,Antibody_ID,Gene name,Gene description,Image_URL,Spermatogonia_manual annotation,Spermatogonia_Predict_Proba,Spermatogonia_model prediction,Spermatogonia_GTL Score,Spermatogonia_intensity,Spermatogonia_localization,Preleptotene spermatocytes_manual annotation,Preleptotene spermatocytes_Predict_Proba,Preleptotene spermatocytes_model prediction,Preleptotene spermatocytes_GTL Score,Preleptotene spermatocytes_intensity,Preleptotene spermatocytes_localization,Pachytene spermatocytes_manual annotation,Pachytene spermatocytes_Predict_Proba,Pachytene spermatocytes_model prediction,Pachytene spermatocytes_GTL Score,Pachytene_spermatocytes_intensity,Pachytene_spermatocytes_localization,Round/early spermatids_manual annotation,Round/early spermatids_Predict_Proba,Round/early spermatids_model prediction,Round/early spermatids_GTL Score,Round/early spermatids_intensity,Round/early spermatids_localization,Elongated/late spermatids_manual annotation,Elongated/late spermatids_Predict_Proba,Elongated/late spermatids_model prediction,Elongated/late spermatids_GTL Score,Elongated/late spermatids_intensity,Elongated/late spermatids_localization,Sertoli cells_manual annotation,Sertoli cells_Predict_Proba,Sertoli cells_model prediction,Sertoli cells_GTL Score,Sertoli cells_cells_intensity,Sertoli cells_cells_localization,Leydig cells_manual annotation,Leydig cells__Predict_Proba,Leydig cells_model prediction,Leydig cells_GTL Score,Leydig cells_intensity,Leydig cells_localization,Peritubular cells_manual annotation,Peritubular cells_Predict_Proba,Peritubular cells_model prediction,Peritubular cells_GTL Score,Peritubular cells_intensity,Peritubular cells_localization
ENSG00000110395,HPA027956,CBL,Cbl proto-oncogene,//images.proteinatlas.org/27956/61641_A_4_6.jpg,1,1.0,1,1.0,3,Cytoplasmic,1,1.0,1,0.99,1,Cytoplasmic,1,1.0,1,0.99,2,Cytoplasmic,1,1.0,1,1.0,1,Cytoplasmic,1,1.0,1,1.0,1,Cytoplasmic,0,5.66e-10,0,0.0,0,0,0,3.03e-06,0,0.99,0,0,0,4.68e-09,0,0.0,0,0
ENSG00000110987,HPA019762,BCL7A,BCL tumor suppressor 7A,//images.proteinatlas.org/19762/105120_A_6_6.jpg,0,2.82e-06,0,1.0,0,0,0,5.16e-05,0,1.0,0,0,0,0.207932889,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,0,0.0,0,0.0,0,0,0,7.49e-08,0,0.99,0,0,0,6.44e-09,0,0.0,0,0
ENSG00000110987,HPA019762,BCL7A,BCL tumor suppressor 7A,//images.proteinatlas.org/19762/105120_A_4_6.jpg,0,1.8e-06,0,1.0,0,0,0,1.65e-06,0,1.0,0,0,0,0.250521332,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,0,0.0,0,0.0,0,0,0,1.21e-07,0,0.99,0,0,0,1.89e-07,0,0.0,0,0
ENSG00000111229,HPA006550,ARPC3,actin related protein 2/3 complex subunit 3,//images.proteinatlas.org/6550/17762_A_5_6.jpg,1,0.999999821,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,2,Nuclear,1,1.0,1,1.0,3,Nuclear,0,0.056379687,0,1.0,0,0,0,0.0,0,0.27,0,0,0,3.02e-06,0,1.0,0,0,0,1.23e-05,0,0.0,0,0
ENSG00000111229,HPA006550,ARPC3,actin related protein 2/3 complex subunit 3,//images.proteinatlas.org/6550/17762_A_6_6.jpg,1,0.999999881,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,2,Nuclear,1,1.0,1,1.0,3,Nuclear,0,0.137845919,0,1.0,0,0,0,1.79e-10,0,0.25,0,0,0,4.7e-06,0,1.0,0,0,0,7.25e-08,0,0.0,0,0
ENSG00000111229,HPA006550,ARPC3,actin related protein 2/3 complex subunit 3,//images.proteinatlas.org/6550/17762_A_4_6.jpg,1,0.999998808,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,2,Nuclear,1,1.0,1,1.0,3,Nuclear,0,0.441532224,0,1.0,0,0,0,2.21e-09,0,0.18,0,0,0,1.42e-07,0,1.0,0,0,0,1.91e-06,0,0.0,0,0
ENSG00000111596,HPA067711,CNOT2,CCR4-NOT transcription complex subunit 2,//images.proteinatlas.org/67711/159274_A_5_6.jpg,1,0.51067251,1,0.0,3,Cytoplasmic.Membranous,1,0.591772616,0,0.0,1,Cytoplasmic.Membranous,0,0.601800323,0,0.02,0,0,1,0.999994397,1,0.12,2,Cytoplasmic,1,0.999852479,1,0.02,2,Cytoplasmic,0,3.21e-07,0,0.0,0,0,1,0.301649779,0,0.0,1,Cytoplasmic,0,2e-07,0,0.0,0,0
ENSG00000111596,HPA067711,CNOT2,CCR4-NOT transcription complex subunit 2,//images.proteinatlas.org/67711/159274_A_6_6.jpg,1,0.989108026,1,0.0,3,Cytoplasmic.Membranous,1,0.999269366,1,0.0,1,Cytoplasmic.Membranous,0,0.999896049,1,0.02,0,0,1,0.30671975,0,0.12,2,Cytoplasmic,1,6.37e-05,0,0.02,2,Cytoplasmic,0,0.85432148,1,0.0,0,0,1,1.0,1,0.0,1,Cytoplasmic,0,0.0,0,0.0,0,0
ENSG00000111596,HPA067711,CNOT2,CCR4-NOT transcription complex subunit 2,//images.proteinatlas.org/67711/159274_A_4_6.jpg,1,0.773546636,1,0.0,3,Cytoplasmic.Membranous,1,0.589672327,0,0.0,1,Cytoplasmic.Membranous,0,0.999987245,1,0.02,0,0,1,0.999969661,1,0.12,2,Cytoplasmic,1,0.99999994,1,0.02,2,Cytoplasmic,0,5.96e-11,0,0.0,0,0,1,0.207392603,0,0.0,1,Cytoplasmic,0,0.0,0,0.0,0,0
ENSG00000111602,HPA060655,TIMELESS,timeless circadian regulator,//images.proteinatlas.org/60655/137304_A_5_6.jpg,1,0.999999106,1,0.0,3,Nuclear,1,0.932809591,1,0.01,3,Nuclear,0,0.995658517,1,0.08,0,0,1,0.99512887,1,0.31,1,Cytoplasmic,1,0.999998212,1,0.08,1,Cytoplasmic,0,1.22e-08,0,0.0,0,0,0,0.999232888,1,0.0,0,0,0,2.09e-10,0,0.0,0,0
ENSG00000111602,HPA060655,TIMELESS,timeless circadian regulator,//images.proteinatlas.org/60655/137304_A_6_6.jpg,1,0.226117656,1,0.0,3,Nuclear,1,0.99999553,1,0.01,3,Nuclear,0,0.999958932,1,0.08,0,0,1,0.999990046,1,0.3,1,Cytoplasmic,1,0.255430788,0,0.07,1,Cytoplasmic,0,6.97e-06,0,0.0,0,0,0,0.296375215,0,0.0,0,0,0,0.001156359,0,0.0,0,0
ENSG00000111727,HPA006227,HCFC2,host cell factor C2,//images.proteinatlas.org/6227/17785_A_6_6.jpg,0,3.67e-06,0,1.0,0,0,0,2.62e-07,0,1.0,0,0,0,0.032229215,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear.Cytoplasmic,0,1.14e-08,0,0.41,0,0,1,1.0,1,1.0,1,Cytoplasmic,0,2.38e-09,0,0.0,0,0
ENSG00000111727,HPA006227,HCFC2,host cell factor C2,//images.proteinatlas.org/6227/17785_A_4_6.jpg,0,3.77e-06,0,1.0,0,0,0,1.43e-09,0,1.0,0,0,0,0.583862484,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear.Cytoplasmic,0,0.0,0,0.41,0,0,1,0.999993801,1,1.0,1,Cytoplasmic,0,0.0,0,0.0,0,0
ENSG00000111802,CAB073398,TDP2,tyrosyl-DNA phosphodiesterase 2,//images.proteinatlas.org/73398/153532_A_4_6.jpg,1,1.0,1,1.0,3,Nuclear,0,7.57e-05,0,1.0,0,0,0,0.122963384,0,1.0,0,0,1,1.0,1,1.0,2,Nuclear,0,0.047838129,0,1.0,0,0,0,0.0,0,0.98,0,0,0,5.53e-08,0,1.0,0,0,0,0.0,0,0.01,0,0
ENSG00000111802,CAB073398,TDP2,tyrosyl-DNA phosphodiesterase 2,//images.proteinatlas.org/73398/153532_A_5_6.jpg,1,0.999999702,1,1.0,3,Nuclear,0,0.044322293,0,1.0,0,0,0,0.546571195,0,1.0,0,0,1,1.0,1,1.0,2,Nuclear,0,0.358982652,0,1.0,0,0,0,0.0,0,0.98,0,0,0,5.22e-09,0,1.0,0,0,0,0.0,0,0.01,0,0
ENSG00000111802,CAB073398,TDP2,tyrosyl-DNA phosphodiesterase 2,//images.proteinatlas.org/73398/153532_A_6_6.jpg,1,1.0,1,1.0,3,Nuclear,0,0.302572101,0,1.0,0,0,0,0.280695349,0,1.0,0,0,1,1.0,1,1.0,2,Nuclear,0,0.066244505,0,1.0,0,0,0,0.0,0,0.98,0,0,0,2.11e-08,0,1.0,0,0,0,2.12e-09,0,0.0,0,0
ENSG00000111877,HPA031137,MCM9,minichromosome maintenance 9 homologous recombination repair factor,//images.proteinatlas.org/31137/70481_A_6_6.jpg,1,0.999993801,1,0.99,2,Nuclear,1,1.0,1,0.87,3,Nuclear,1,1.0,1,0.99,3,Nuclear,1,1.0,1,0.99,3,Nuclear,0,0.273292869,0,0.99,0,0,0,0.0,0,0.0,0,0,0,1.67e-07,0,0.99,0,0,0,0.0,0,0.0,0,0
ENSG00000111877,HPA031137,MCM9,minichromosome maintenance 9 homologous recombination repair factor,//images.proteinatlas.org/31137/70481_A_4_6.jpg,1,1.0,1,0.99,2,Nuclear,1,1.0,1,0.87,3,Nuclear,1,1.0,1,0.99,3,Nuclear,1,1.0,1,0.99,3,Nuclear,0,0.149476871,0,0.99,0,0,0,0.0,0,0.0,0,0,0,1.33e-07,0,0.99,0,0,0,7.36e-09,0,0.0,0,0
ENSG00000112033,CAB017635,PPARD,peroxisome proliferator activated receptor delta,//images.proteinatlas.org/17635/40774_A_4_6.jpg,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,2,Nuclear,0,0.785285413,0,1.0,0,0,0,0.102955304,0,1.0,0,0,0,0.300279379,0,1.0,0,0,0,2.98e-11,0,0.99,0,0,0,1.64e-07,0,1.0,0,0,0,2.7e-05,0,0.75,0,0
ENSG00000112033,CAB017635,PPARD,peroxisome proliferator activated receptor delta,//images.proteinatlas.org/17635/40774_A_6_6.jpg,1,0.999994099,1,1.0,3,Nuclear,1,1.0,1,1.0,2,Nuclear,0,7.84e-06,0,1.0,0,0,0,3.87e-05,0,1.0,0,0,0,0.084747106,0,1.0,0,0,0,2.83e-09,0,0.99,0,0,0,2.71e-08,0,1.0,0,0,0,5.85e-08,0,0.74,0,0
ENSG00000112039,CAB014893,FANCE,Fanconi anemia complementation group E,//images.proteinatlas.org/14893/158705_A_4_6.jpg,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,0,0.22441195,0,1.0,0,0,0,0.264330119,0,1.0,0,0,0,0.001183555,0,1.0,0,0,1,0.988269985,1,0.99,3,Nuclear,1,0.999688625,1,1.0,2,Nuclear,0,8.05e-07,0,0.99,0,0
ENSG00000112039,CAB014893,FANCE,Fanconi anemia complementation group E,//images.proteinatlas.org/14893/158705_A_5_6.jpg,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,0,0.00187335,0,1.0,0,0,0,3.24e-07,0,1.0,0,0,0,3.75e-06,0,1.0,0,0,1,0.989828825,1,0.99,3,Nuclear,1,1.0,1,1.0,2,Nuclear,0,5.58e-06,0,0.99,0,0
ENSG00000112039,CAB014893,FANCE,Fanconi anemia complementation group E,//images.proteinatlas.org/14893/158705_A_6_6.jpg,1,0.999999881,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,0,2.33e-07,0,1.0,0,0,0,6.4e-05,0,1.0,0,0,0,1.13e-08,0,1.0,0,0,1,0.999997377,1,0.99,3,Nuclear,1,1.0,1,1.0,2,Nuclear,0,2.1e-07,0,0.99,0,0
ENSG00000112053,HPA038081,SLC26A8,solute carrier family 26 member 8,//images.proteinatlas.org/38081/165478_A_5_6.jpg,0,1.21e-06,0,0.99,0,0,0,0.000831238,0,0.38,0,0,0,0.082510665,0,0.79,0,0,0,0.907944679,1,0.98,0,0,1,1.0,1,0.99,3,Cytoplasmic,0,8.94e-11,0,0.0,0,0,0,1.49e-07,0,0.94,0,0,0,3.22e-09,0,0.0,0,0
ENSG00000112053,HPA038081,SLC26A8,solute carrier family 26 member 8,//images.proteinatlas.org/38081/165478_A_6_6.jpg,0,1.27e-05,0,0.99,0,0,0,0.02055103,0,0.38,0,0,0,0.660815954,0,0.78,0,0,0,0.843438983,0,0.98,0,0,1,1.0,1,0.98,3,Cytoplasmic,0,0.0,0,0.0,0,0,0,1.85e-07,0,0.94,0,0,0,3.25e-05,0,0.0,0,0
ENSG00000112182,HPA051384,BACH2,BTB domain and CNC homolog 2,//images.proteinatlas.org/51384/162548_A_5_6.jpg,1,0.999981821,1,0.0,1,Cytoplasmic,1,1.0,1,0.06,1,Cytoplasmic,1,1.0,1,0.23,1,Cytoplasmic,1,1.0,1,0.59,1,Cytoplasmic,1,1.0,1,0.21,3,Nuclear,0,2.43e-07,0,0.0,0,0,1,0.999628186,1,0.0,1,Cytoplasmic,1,0.999717176,1,0.0,1,Cytoplasmic
ENSG00000112182,HPA051384,BACH2,BTB domain and CNC homolog 2,//images.proteinatlas.org/51384/162548_A_6_6.jpg,1,0.999999881,1,0.0,1,Cytoplasmic,1,1.0,1,0.06,1,Cytoplasmic,1,1.0,1,0.23,1,Cytoplasmic,1,1.0,1,0.59,1,Cytoplasmic,1,1.0,1,0.21,3,Nuclear,0,5.66e-10,0,0.0,0,0,1,0.999935448,1,0.0,1,Cytoplasmic,1,0.999983907,1,0.0,1,Cytoplasmic
ENSG00000112182,HPA051384,BACH2,BTB domain and CNC homolog 2,//images.proteinatlas.org/51384/162548_A_4_6.jpg,1,0.999997258,1,0.0,1,Cytoplasmic,1,1.0,1,0.06,1,Cytoplasmic,1,1.0,1,0.23,1,Cytoplasmic,1,1.0,1,0.59,1,Cytoplasmic,1,1.0,1,0.2,3,Nuclear,0,1.15e-07,0,0.0,0,0,1,0.999938905,1,0.0,1,Cytoplasmic,1,0.999878407,1,0.0,1,Cytoplasmic
ENSG00000112312,CAB011458,GMNN,"geminin, DNA replication inhibitor",//images.proteinatlas.org/11458/26592_A_4_6.jpg,0,1.29e-05,0,1.0,0,0,0,0.461830467,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,0,0.568683267,0,1.0,0,0,0,0.149472028,0,1.0,0,0,0,4.58e-08,0,0.99,0,0,0,6.56e-07,0,1.0,0,0,0,1.52e-06,0,0.99,0,0
ENSG00000112312,CAB011458,GMNN,"geminin, DNA replication inhibitor",//images.proteinatlas.org/11458/26592_A_5_6.jpg,0,6.71e-05,0,1.0,0,0,0,0.167506054,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,0,0.933216333,1,1.0,0,0,0,0.137277231,0,1.0,0,0,0,2.68e-10,0,0.99,0,0,0,1.62e-06,0,1.0,0,0,0,1.88e-08,0,0.99,0,0
ENSG00000112312,CAB011458,GMNN,"geminin, DNA replication inhibitor",//images.proteinatlas.org/11458/26592_A_6_6.jpg,0,3.34e-05,0,1.0,0,0,0,0.174788773,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,0,0.479281723,0,1.0,0,0,0,0.678230524,0,1.0,0,0,0,0.0,0,0.99,0,0,0,3.39e-07,0,1.0,0,0,0,9.7e-08,0,0.99,0,0
ENSG00000112312,CAB047327,GMNN,"geminin, DNA replication inhibitor",//images.proteinatlas.org/47327/109253_A_4_6.jpg,0,1.08e-06,0,1.0,0,0,0,0.031637874,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,0,0.387101442,0,1.0,0,0,0,1.06e-06,0,1.0,0,0,0,0.0,0,0.98,0,0,0,1.73e-09,0,1.0,0,0,0,1.58e-09,0,0.02,0,0
ENSG00000112312,CAB047327,GMNN,"geminin, DNA replication inhibitor",//images.proteinatlas.org/47327/109253_A_6_6.jpg,0,0.000164423,0,1.0,0,0,0,0.045515113,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,0,0.504256785,0,1.0,0,0,0,0.147581339,0,1.0,0,0,0,0.0,0,0.98,0,0,0,5.65e-08,0,1.0,0,0,0,1.97e-06,0,0.02,0,0
ENSG00000112312,HPA049977,GMNN,"geminin, DNA replication inhibitor",//images.proteinatlas.org/49977/113203_A_6_6.jpg,0,9.42e-06,0,0.0,0,0,1,1.0,1,0.06,1,Nuclear,1,1.0,1,0.24,3,Nuclear,0,0.784410477,0,0.6,0,0,0,0.014913146,0,0.22,0,0,0,0.0,0,0.0,0,0,0,2.55e-07,0,0.0,0,0,0,2.33e-06,0,0.0,0,0
ENSG00000112312,HPA049977,GMNN,"geminin, DNA replication inhibitor",//images.proteinatlas.org/49977/113203_A_4_6.jpg,0,1.41e-05,0,0.0,0,0,1,1.0,1,0.06,1,Nuclear,1,1.0,1,0.24,3,Nuclear,0,0.258491457,0,0.6,0,0,0,0.035305057,0,0.22,0,0,0,1.1e-09,0,0.0,0,0,0,9.54e-10,0,0.0,0,0,0,2.21e-08,0,0.0,0,0
ENSG00000112599,HPA055479,GUCA1B,guanylate cyclase activator 1B,//images.proteinatlas.org/55479/166188_A_5_6.jpg,0,0.999224782,1,0.0,0,0,0,0.999495089,1,0.03,0,0,0,0.999983191,1,0.13,0,0,0,1.0,1,0.45,0,0,1,0.996726274,1,0.13,2,Cytoplasmic,0,2.6e-05,0,0.0,0,0,1,1.0,1,0.0,1,Cytoplasmic,0,0.32003766300000003,0,0.0,0,0
ENSG00000112599,HPA055479,GUCA1B,guanylate cyclase activator 1B,//images.proteinatlas.org/55479/166188_A_6_6.jpg,0,0.005816163,0,0.0,0,0,0,0.000525238,0,0.03,0,0,0,0.001024544,0,0.13,0,0,0,0.999966919,1,0.44,0,0,1,0.994662941,1,0.13,2,Cytoplasmic,0,2.13e-06,0,0.0,0,0,1,0.791209102,0,0.0,1,Cytoplasmic,0,0.001368489,0,0.0,0,0
ENSG00000112742,CAB013229,TTK,TTK protein kinase,//images.proteinatlas.org/13229/34619_A_4_6.jpg,1,0.999996006,1,1.0,3,Nuclear.Cytoplasmic,1,1.0,1,1.0,2,Nuclear.Cytoplasmic,1,1.0,1,1.0,3,Nuclear.Cytoplasmic,1,1.0,1,1.0,2,Nuclear,0,0.110514872,0,1.0,0,0,0,4.17e-10,0,0.99,0,0,1,0.975210547,1,1.0,1,Cytoplasmic,0,0.0,0,0.99,0,0
ENSG00000112742,CAB013229,TTK,TTK protein kinase,//images.proteinatlas.org/13229/34619_A_5_6.jpg,1,1.0,1,1.0,3,Nuclear.Cytoplasmic,1,1.0,1,1.0,2,Nuclear.Cytoplasmic,1,1.0,1,1.0,3,Nuclear.Cytoplasmic,1,1.0,1,1.0,2,Nuclear,0,0.004346251,0,1.0,0,0,0,6.35e-09,0,0.99,0,0,1,0.998725533,1,1.0,1,Cytoplasmic,0,1.79e-08,0,0.99,0,0
ENSG00000112742,CAB013229,TTK,TTK protein kinase,//images.proteinatlas.org/13229/34619_A_6_6.jpg,1,1.0,1,1.0,3,Nuclear.Cytoplasmic,1,1.0,1,1.0,2,Nuclear.Cytoplasmic,1,1.0,1,1.0,3,Nuclear.Cytoplasmic,1,1.0,1,1.0,2,Nuclear,0,0.00300447,0,1.0,0,0,0,5.36e-10,0,0.99,0,0,1,0.999997854,1,1.0,1,Cytoplasmic,0,1.01e-06,0,0.99,0,0
ENSG00000113048,HPA071751,MRPS27,mitochondrial ribosomal protein S27,//images.proteinatlas.org/71751/160181_A_5_6.jpg,1,0.97707659,1,0.0,2,Cytoplasmic.Membranous,0,0.051427573,0,0.0,0,0,0,0.271292627,0,0.0,0,0,0,0.991603613,1,0.03,0,0,0,0.988877714,1,0.01,0,0,1,0.543907821,0,0.0,2,Cytoplasmic,1,0.00011834,0,0.0,2,Cytoplasmic,0,1.4e-07,0,0.0,0,0
ENSG00000113048,HPA071751,MRPS27,mitochondrial ribosomal protein S27,//images.proteinatlas.org/71751/160181_A_6_6.jpg,1,0.999949396,1,0.0,2,Cytoplasmic.Membranous,0,0.999819338,1,0.0,0,0,0,0.977667749,1,0.0,0,0,0,0.998204648,1,0.03,0,0,0,0.99928838,1,0.01,0,0,1,2.09e-09,0,0.0,2,Cytoplasmic,1,0.055707652,0,0.0,2,Cytoplasmic,0,6.36e-05,0,0.0,0,0
ENSG00000113303,HPA039738,BTNL8,butyrophilin like 8,//images.proteinatlas.org/39738/167713_A_5_6.jpg,0,4.83e-06,0,0.97,0,0,0,0.000185171,0,0.31,0,0,0,0.001925497,0,0.7,0,0,0,0.727266431,0,0.96,0,0,1,1.0,1,0.95,3,Cytoplasmic,0,2.03e-09,0,0.0,0,0,1,0.999490142,1,0.86,1,Cytoplasmic,0,3.23e-07,0,0.0,0,0
ENSG00000113303,HPA039738,BTNL8,butyrophilin like 8,//images.proteinatlas.org/39738/167713_A_6_6.jpg,0,1.18e-07,0,0.97,0,0,0,6.64e-06,0,0.31,0,0,0,0.021382719,0,0.7,0,0,0,0.738814294,0,0.96,0,0,1,1.0,1,0.95,3,Cytoplasmic,0,0.0,0,0.0,0,0,1,0.999988914,1,0.85,1,Cytoplasmic,0,1.1e-05,0,0.0,0,0
ENSG00000113356,CAB010109,POLR3G,RNA polymerase III subunit G,//images.proteinatlas.org/10109/147454_A_5_6.jpg,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,1,Nuclear,0,0.236682042,0,1.0,0,0,0,0.183431849,0,1.0,0,0,0,3.28e-10,0,0.99,0,0,0,1.17e-07,0,1.0,0,0,0,0.0,0,0.99,0,0
ENSG00000113356,CAB010109,POLR3G,RNA polymerase III subunit G,//images.proteinatlas.org/10109/147454_A_6_6.jpg,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,1,Nuclear,0,0.340797514,0,1.0,0,0,0,4.66e-06,0,1.0,0,0,0,0.0,0,0.99,0,0,0,4e-07,0,1.0,0,0,0,5.1e-06,0,0.99,0,0
ENSG00000113569,HPA037775,NUP155,nucleoporin 155,//images.proteinatlas.org/37775/167616_A_6_6.jpg,0,5.03e-05,0,0.99,0,0,0,4.37e-07,0,0.41,0,0,0,0.217440173,0,0.83,0,0,0,0.232807279,0,0.99,0,0,1,1.0,1,0.99,2,Nuclear,0,2.68e-10,0,0.0,0,0,0,4.86e-08,0,0.96,0,0,0,0.0,0,0.0,0,0
ENSG00000113658,HPA058931,SMAD5,SMAD family member 5,//images.proteinatlas.org/58931/132096_A_5_6.jpg,0,0.001289816,0,0.0,0,0,0,0.063465215,0,0.01,0,0,0,0.999999821,1,0.1,0,0,0,0.999985576,1,0.36,0,0,0,0.997701108,1,0.09,0,0,1,1.26e-06,0,0.0,3,Cytoplasmic,1,0.004736575,0,0.0,3,Cytoplasmic,0,4.19e-05,0,0.0,0,0
ENSG00000113658,HPA058931,SMAD5,SMAD family member 5,//images.proteinatlas.org/58931/132096_A_6_6.jpg,0,0.998903871,1,0.0,0,0,0,0.978318453,1,0.01,0,0,0,0.964307487,1,0.1,0,0,0,0.999986768,1,0.36,0,0,0,0.914595664,1,0.09,0,0,1,2.89e-08,0,0.0,3,Cytoplasmic,1,0.000157528,0,0.0,3,Cytoplasmic,0,0.000845015,0,0.0,0,0
ENSG00000113721,CAB003842,PDGFRB,platelet derived growth factor receptor beta,//images.proteinatlas.org/3842/10254_A_4_6.jpg,1,1.0,1,1.0,2,Nuclear,0,0.199562639,0,1.0,0,0,1,1.0,1,1.0,2,Nuclear,0,0.351792455,0,1.0,0,0,0,0.017134154,0,1.0,0,0,0,2.09e-10,0,1.0,0,0,0,1.84e-07,0,1.0,0,0,1,0.99999398,1,1.0,3,Cytoplasmic
ENSG00000113721,CAB003842,PDGFRB,platelet derived growth factor receptor beta,//images.proteinatlas.org/3842/10254_A_5_6.jpg,1,0.999998212,1,1.0,2,Nuclear,0,0.139249653,0,1.0,0,0,1,1.0,1,1.0,2,Nuclear,0,0.188200057,0,1.0,0,0,0,0.017656952,0,1.0,0,0,0,3.73e-09,0,1.0,0,0,0,9.04e-07,0,1.0,0,0,1,0.999998689,1,1.0,3,Cytoplasmic
ENSG00000113721,CAB003842,PDGFRB,platelet derived growth factor receptor beta,//images.proteinatlas.org/3842/10254_A_6_6.jpg,1,0.999997795,1,1.0,2,Nuclear,0,0.519113362,0,1.0,0,0,1,1.0,1,1.0,2,Nuclear,0,0.294734031,0,1.0,0,0,0,2.97e-05,0,1.0,0,0,0,5.96e-11,0,1.0,0,0,0,1.44e-06,0,1.0,0,0,1,0.999996245,1,1.0,3,Cytoplasmic
ENSG00000113758,HPA051452,DBN1,drebrin 1,//images.proteinatlas.org/51452/130373_A_5_6.jpg,1,1.0,1,0.0,3,Cytoplasmic.Membranous,0,0.02782952,0,0.05,0,0,0,0.085303441,0,0.22,0,0,0,0.029712092,0,0.58,0,0,0,0.032510664,0,0.19,0,0,0,0.0,0,0.0,0,0,0,2.56e-08,0,0.0,0,0,0,1.68e-07,0,0.0,0,0
ENSG00000113758,HPA051452,DBN1,drebrin 1,//images.proteinatlas.org/51452/130373_A_6_6.jpg,1,1.0,1,0.0,3,Cytoplasmic.Membranous,0,0.0044427,0,0.05,0,0,0,1.98e-05,0,0.22,0,0,0,0.0,0,0.57,0,0,0,0.013041075,0,0.19,0,0,0,2.98e-11,0,0.0,0,0,0,3.28e-10,0,0.0,0,0,0,4.88e-07,0,0.0,0,0
ENSG00000113758,HPA056940,DBN1,drebrin 1,//images.proteinatlas.org/56940/130362_A_5_6.jpg,1,0.579307616,1,0.0,3,Cytoplasmic.Membranous,0,0.999864936,1,0.02,0,0,0,0.999999642,1,0.12,0,0,0,0.99999702,1,0.4,0,0,0,0.999946833,1,0.11,0,0,0,0.000751178,0,0.0,0,0,0,0.989075422,1,0.0,0,0,0,0.126388684,0,0.0,0,0
ENSG00000113758,HPA056940,DBN1,drebrin 1,//images.proteinatlas.org/56940/130362_A_6_6.jpg,1,0.000977285,0,0.0,3,Cytoplasmic.Membranous,0,0.111306205,0,0.02,0,0,0,0.843184054,0,0.12,0,0,0,0.801637769,0,0.39,0,0,0,0.99946326,1,0.11,0,0,0,0.000570156,0,0.0,0,0,0,0.319363296,0,0.0,0,0,0,0.000241146,0,0.0,0,0
ENSG00000113916,HPA004899,BCL6,B cell CLL/lymphoma 6,//images.proteinatlas.org/4899/15608_A_5_6.jpg,0,0.00065384,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,0,0.530965269,0,1.0,0,0,0,0.0,0,0.91,0,0,0,8e-05,0,1.0,0,0,0,7.83e-06,0,0.0,0,0
ENSG00000113916,HPA004899,BCL6,B cell CLL/lymphoma 6,//images.proteinatlas.org/4899/15608_A_6_6.jpg,0,0.005037818,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,0,0.010532781,0,1.0,0,0,0,1.23e-07,0,0.9,0,0,0,7.04e-05,0,1.0,0,0,0,5.54e-09,0,0.0,0,0
ENSG00000113916,HPA004899,BCL6,B cell CLL/lymphoma 6,//images.proteinatlas.org/4899/15608_A_4_6.jpg,0,3.99e-05,0,1.0,0,0,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,1,1.0,1,1.0,3,Nuclear,0,0.193859264,0,1.0,0,0,0,9.66e-09,0,0.9,0,0,0,4.85e-06,0,1.0,0,0,0,5.01e-07,0,0.0,0,0
